"authors","title","journal","issue","volume","pages","article_no","doi","doctype","year","date","database","ExportDate"
"Sato, Y., Shahi, S., Telengech, P., Hisano, S., Cornejo, C., Rigling, D., Kondo, H., Suzuki, N.","Corrigendum to 'A new tetra-segmented splipalmivirus with divided RdRP domains  from Cryphonectria naterciae, a fungus found on chestnut and cork oak trees in  Europe' [Virus Research 307 (2022) 198606].","Virus research",NA,"324","199013","S0168-1702(22)00342-2 [pii]","10.1016/j.virusres.2022.199013","Published Erratum","2023","Jan 15","PubMed",2024-01-29
"Kim, J., Takahagi, K., Inoue, K., Shimizu, M., Uehara-Yamaguchi, Y., Kanatani, A., Saisho, D., Nishii, R., Lipka, A.E., Hirayama, T., Sato, K., Mochida, K.","Exome-wide variation in a diverse barley panel reveals genetic associations with  ten agronomic traits in Eastern landraces.","Journal of genetics and genomics = Yi chuan xue bao","4","50","241-252","S1673-8527(22)00267-3 [pii]","10.1016/j.jgg.2022.12.001","Journal Article","2023","Apr","PubMed",2024-01-29
"Ozawa, S., Buchert, F., Reuys, R., Hippler, M., Takahashi, Y.","Algal PETC-Pro171-Leu suppresses electron transfer in cytochrome b6f under acidic  lumenal conditions.","Plant physiology","3","191","1803-1817","10.1093/plphys/kiac575 [doi]","10.1093/plphys/kiac575","Journal Article","2023","Mar 17","PubMed",2024-01-29
"Gao, L.J., Liu, X.P., Gao, K.K., Cui, M.Q., Zhu, H.H., Li, G.X., Yan, J.Y., Wu, Y.R., Ding, Z.J., Chen, X.W., Ma, J.F., Harberd, N.P., Zheng, S.J.","ART1 and putrescine contribute to rice aluminum resistance via OsMYB30 in cell  wall modification.","Journal of integrative plant biology","4","65","934-949","10.1111/jipb.13429 [doi]","10.1111/jipb.13429","Journal Article","2023","Apr","PubMed",2024-01-29
"Younas, M., Scholz, M., Marchetti, G.M., Hippler, M.","Remodeling of algal photosystem I through phosphorylation.","Bioscience reports","1","43",NA,"10.1042/BSR20220369 [doi]","10.1042/BSR20220369","Journal Article","2023","Jan 31","PubMed",2024-01-29
"Wang, P., Jia, H., Guo, T., Zhang, Y., Wang, W., Nishimura, H., Li, Z., Kawano, Y.","The secreted immune response peptide 1 functions as a phytocytokine in rice  immunity.","Journal of experimental botany","3","74","1059-1073","10.1093/jxb/erac455 [doi]","10.1093/jxb/erac455","Journal Article","2023","Feb 5","PubMed",2024-01-29
"Pallas, V., Serio, F.D., Suzuki, N.","The simplest RNA replicons, viroids: A tribute to Ricardo Flores.","Virus research",NA,"323","198996","S0168-1702(22)00325-2 [pii]","10.1016/j.virusres.2022.198996","Editorial","2023","Jan 2","PubMed",2024-01-29
"Tazawa, M., Katsuhara, M., Wayne, R.","Calcium control of the hydraulic resistance in cells of Chara corallina.","Protoplasma","1","260","299-306","10.1007/s00709-022-01772-z [doi]","10.1007/s00709-022-01772-z","Journal Article","2023","Jan","PubMed",2024-01-29
"Hirayama, T., Mochida, K.","Plant Hormonomics: A Key Tool for Deep Physiological Phenotyping to Improve Crop  Productivity.","Plant & cell physiology","12","63","1826-1839","10.1093/pcp/pcac067 [doi]","10.1093/pcp/pcac067","Journal Article","2023","Jan 30","PubMed",2024-01-29
"Yu, E., Wang, W., Yamaji, N., Fukuoka, S., Che, J., Ueno, D., Ando, T., Deng, F., Hori, K., Yano, M., Shen, R.F., Ma, J.F.","Duplication of a manganese/cadmium transporter gene reduces cadmium accumulation  in rice grain.","Nature food","8","3","597-607","10.1038/s43016-022-00569-w [doi]","10.1038/s43016-022-00569-w","Journal Article","2022","Aug","PubMed",2024-01-29
"Okada, K., Tanaka, T., Fukuoka, S., Oono, Y., Mishina, K., Oikawa, T., Sato, K., Kato, T., Komatsuda, T., Namai, K.","Two dominant genes in barley (Hordeum vulgare L.) complementarily encode perfect  resistance to Japanese soil-borne wheat mosaic virus.","Breeding science","5","72","372-382","10.1270/jsbbs.22046 [doi]","10.1270/jsbbs.22046","Journal Article","2022","Dec","PubMed",2024-01-29
"Kim, J., Mochida, K., Shinozaki, K.","ER Stress and the Unfolded Protein Response: Homeostatic Regulation Coordinate  Plant Survival and Growth.","Plants (Basel, Switzerland)","23","11",NA,"10.3390/plants11233197 [doi]","10.3390/plants11233197","Journal Article","2022","Nov 22","PubMed",2024-01-29
"Kuhn, J.H., Adkins, S., Alkhovsky, S.V., Avsic-Zupanc, T., Ayllon, M.A., Bahl, J., Balkema-Buschmann, A., Ballinger, M.J., Bandte, M., Beer, M., Bejerman, N., Bergeron, E., Biedenkopf, N., Bigarre, L., Blair, C.D., Blasdell, K.R., Bradfute, S.B., Briese, T., Brown, P.A., Bruggmann, R., Buchholz, U.J., Buchmeier, M.J., Bukreyev, A., Burt, F., Buttner, C., Calisher, C.H., Candresse, T., Carson, J., Casas, I., Chandran, K., Charrel, R.N., Chiaki, Y., Crane, A., Crane, M., Dacheux, L., Bo, E.D., de la Torre, J.C., de Lamballerie, X., de Souza, W.M., de Swart, R.L., Dheilly, N.M., Di Paola, N., Di Serio, F., Dietzgen, R.G., Digiaro, M., Drexler, J.F., Duprex, W.P., Durrwald, R., Easton, A.J., Elbeaino, T., Ergunay, K., Feng, G., Feuvrier, C., Firth, A.E., Fooks, A.R., Formenty, P.B.H., Freitas-Astua, J., Gago-Zachert, S., Garcia, M.L., Garcia-Sastre, A., Garrison, A.R., Godwin, S.E., Gonzalez, J.J., de Bellocq, J.G., Griffiths, A., Groschup, M.H., Gunther, S., Hammond, J., Hepojoki, J., Hierweger, M.M., Hongo, S., Horie, M., Horikawa, H., Hughes, H.R., Hume, A.J., Hyndman, T.H., Jiang, D., Jonson, G.B., Junglen, S., Kadono, F., Karlin, D.G., Klempa, B., Klingstrom, J., Koch, M.C., Kondo, H., Koonin, E.V., Krasova, J., Krupovic, M., Kubota, K., Kuzmin, I.V., Laenen, L., Lambert, A.J., Li, J., Li, J., Lieffrig, F., Lukashevich, I.S., Luo, D., Maes, P., Marklewitz, M., Marshall, S.H., Marzano, S.L., McCauley, J.W., Mirazimi, A., Mohr, P.G., Moody, N.J.G., Morita, Y., Morrison, R.N., Muhlberger, E., Naidu, R., Natsuaki, T., Navarro, J.A., Neriya, Y., Netesov, S.V., Neumann, G., Nowotny, N., Ochoa-Corona, F.M., Palacios, G., Pallandre, L., Pallas, V., Papa, A., Paraskevopoulou, S., Parrish, C.R., Pauvolid-Correa, A., Paweska, J.T., Perez, D.R., Pfaff, F., Plemper, R.K., Postler, T.S., Pozet, F., Radoshitzky, S.R., Ramos-Gonzalez, P.L., Rehanek, M., Resende, R.O., Reyes, C.A., Romanowski, V., Rubbenstroth, D., Rubino, L., Rumbou, A., Runstadler, J.A., Rupp, M., Sabanadzovic, S., Sasaya, T., Schmidt-Posthaus, H., Schwemmle, M., Seuberlich, T., Sharpe, S.R., Shi, M., Sironi, M., Smither, S., Song, J., Spann, K.M., Spengler, J.R., Stenglein, M.D., Takada, A., Tesh, R.B., Tesikova, J., Thornburg, N.J., Tischler, N.D., Tomitaka, Y., Tomonaga, K., Tordo, N., Tsunekawa, K., Turina, M., Tzanetakis, I.E., Vaira, A.M., van den Hoogen, B., Vanmechelen, B., Vasilakis, N., Verbeek, M., von Bargen, S., Wada, J., Wahl, V., Walker, P.J., Whitfield, A.E., Williams, J.V., Wolf, Y.I., Yamasaki, J., Yanagisawa, H., Ye, G., Zhang, Y., Okland, A.L.","2022 taxonomic update of phylum Negarnaviricota (Riboviria: Orthornavirae),  including the large orders Bunyavirales and Mononegavirales.","Archives of virology","12","167","2857-2906","10.1007/s00705-022-05546-z [doi]","10.1007/s00705-022-05546-z","Journal Article","2022","Dec","PubMed",2024-01-29
"Tian, M., Wei, S., Bian, R., Luo, J., Khan, H.A., Tai, H., Kondo, H., Hadidi, A., Andika, I.B., Sun, L.","Natural Cross-Kingdom Spread of Apple Scar Skin Viroid from Apple Trees to Fungi.","Cells","22","11",NA,"10.3390/cells11223686 [doi]","10.3390/cells11223686","Journal Article","2022","Nov 20","PubMed",2024-01-29
"Pang, T., Peng, J., Bian, R., Liu, Y., Zhang, D., Andika, I.B., Sun, L.","Similar Characteristics of siRNAs of Plant Viruses Which Replicate in Plant and  Fungal Hosts.","Biology","11","11",NA,"10.3390/biology11111672 [doi]","10.3390/biology11111672","Journal Article","2022","Nov 17","PubMed",2024-01-29
"Wang, Q., Kawano, Y.","Improving disease resistance to rice false smut without yield penalty by  manipulating the expression of effector target.","Molecular plant","12","15","1834-1837","S1674-2052(22)00409-9 [pii]","10.1016/j.molp.2022.11.009","Journal Article","2022","Dec 5","PubMed",2024-01-29
"Arata, M., Usami, F.M., Fujimori, T.","Coordination of Cilia Movements in Multi-Ciliated Cells.","Journal of developmental biology","4","10",NA,"10.3390/jdb10040047 [doi]","10.3390/jdb10040047","Journal Article","2022","Nov 11","PubMed",2024-01-29
"Jiang, D., Ayllon, M.A., Marzano, S.L., Kondo, H., Turina, M., Ictv Report Consortium, NA.","ICTV Virus Taxonomy Profile: Mymonaviridae 2022.","The Journal of general virology","11","103",NA,"10.1099/jgv.0.001787 [doi]","10.1099/jgv.0.001787","Journal Article","2022","Nov","PubMed",2024-01-29
"Xu, Z., Cai, M., Yang, Y., You, T., Ma, J.F., Wang, P., Zhao, F.","The ferroxidases LPR1 and LPR2 control iron translocation in the xylem of  Arabidopsis plants.","Molecular plant","12","15","1962-1975","S1674-2052(22)00403-8 [pii]","10.1016/j.molp.2022.11.003","Journal Article","2022","Dec 5","PubMed",2024-01-29
"Cao, X., Liu, J., Pang, J., Kondo, H., Chi, S., Zhang, J., Sun, L., Andika, I.B.","Common but Nonpersistent Acquisitions of Plant Viruses by Plant-Associated Fungi.","Viruses","10","14",NA,"10.3390/v14102279 [doi]","10.3390/v14102279","Journal Article","2022","Oct 17","PubMed",2024-01-29
"Khan, H.A., Kondo, H., Shahi, S., Bhatti, M.F., Suzuki, N.","Identification of novel totiviruses from the ascomycetous fungus Geotrichum  candidum.","Archives of virology","12","167","2833-2838","10.1007/s00705-022-05611-7 [doi]","10.1007/s00705-022-05611-7","Journal Article","2022","Dec","PubMed",2024-01-29
"Wang, Z., Orosa-Puente, B., Nomoto, M., Grey, H., Potuschak, T., Matsuura, T., Mori, I.C., Tada, Y., Genschik, P., Spoel, S.H.","Proteasome-associated ubiquitin ligase relays target plant hormone-specific  transcriptional activators.","Science advances","42","8","eabn4466","10.1126/sciadv.abn4466 [doi]","10.1126/sciadv.abn4466","Journal Article","2022","Oct 21","PubMed",2024-01-29
"Naschberger, A., Mosebach, L., Tobiasson, V., Kuhlgert, S., Scholz, M., Perez-Boerema, A., Ho, T.T.H., Vidal-Meireles, A., Takahashi, Y., Hippler, M., Amunts, A.","Algal photosystem I dimer and high-resolution model of PSI-plastocyanin complex.","Nature plants","10","8","1191-1201","10.1038/s41477-022-01253-4 [doi]","10.1038/s41477-022-01253-4","Journal Article","2022","Oct","PubMed",2024-01-29
"Kondo, Y., Rikiishi, K., Sugimoto, M.","Rice Nudix Hydrolase OsNUDX2 Sanitizes Oxidized Nucleotides.","Antioxidants (Basel, Switzerland)","9","11",NA,"10.3390/antiox11091805 [doi]","10.3390/antiox11091805","Journal Article","2022","Sep 13","PubMed",2024-01-29
"Shamsi, W., Kondo, H., Ulrich, S., Rigling, D., Prospero, S.","Novel RNA viruses from the native range of Hymenoscyphus fraxineus, the causal  fungal agent of ash dieback.","Virus research",NA,"320","198901","S0168-1702(22)00229-5 [pii]","10.1016/j.virusres.2022.198901","Journal Article","2022","Oct 15","PubMed",2024-01-29
"Sato, Y., Hisano, S., Lopez-Herrera, C.J., Kondo, H., Suzuki, N.","Three-Layered Complex Interactions among Capsidless (+)ssRNA Yadokariviruses,  dsRNA Viruses, and a Fungus.","mBio","5","13","e0168522","10.1128/mbio.01685-22 [doi]","10.1128/mbio.01685-22","Journal Article","2022","Oct 26","PubMed",2024-01-29
"Das, S., Hisano, S., Eusebio-Cope, A., Kondo, H., Suzuki, N.","A Transfectable Fusagravirus from a Japanese Strain of Cryphonectria carpinicola  with Spherical Particles.","Viruses","8","14",NA,"10.3390/v14081722 [doi]","10.3390/v14081722","Journal Article","2022","Aug 4","PubMed",2024-01-29
"Walker, P.J., Siddell, S.G., Lefkowitz, E.J., Mushegian, A.R., Adriaenssens, E.M., Alfenas-Zerbini, P., Dempsey, D.M., Dutilh, B.E., Garcia, M.L., Curtis Hendrickson, R., Junglen, S., Krupovic, M., Kuhn, J.H., Lambert, A.J., Lobocka, M., Oksanen, H.M., Orton, R.J., Robertson, D.L., Rubino, L., Sabanadzovic, S., Simmonds, P., Smith, D.B., Suzuki, N., Van Doorslaer, K., Vandamme, A., Varsani, A., Zerbini, F.M.","Recent changes to virus taxonomy ratified by the International Committee on  Taxonomy of Viruses (2022).","Archives of virology","11","167","2429-2440","10.1007/s00705-022-05516-5 [doi]","10.1007/s00705-022-05516-5","Journal Article","2022","Nov","PubMed",2024-01-29
"Okada, S., Lei, G.J., Yamaji, N., Huang, S., Ma, J.F., Mochida, K., Hirayama, T.","FE UPTAKE-INDUCING PEPTIDE1 maintains Fe translocation by controlling Fe  deficiency response genes in the vascular tissue of Arabidopsis.","Plant, cell & environment","11","45","3322-3337","10.1111/pce.14424 [doi]","10.1111/pce.14424","Journal Article","2022","Nov","PubMed",2024-01-29
"Moron-Lopez, J., Vergara, K., Sato, M., Gajardo, G., Ueki, S.","Intraspecies variation of the mitochondrial genome: An evaluation for  phylogenetic approaches based on the conventional choices of genes and segments  on mitogenome.","PloS one","8","17","e0273330","10.1371/journal.pone.0273330 [doi]","10.1371/journal.pone.0273330","Journal Article","2022","","PubMed",2024-01-29
"Inoue, S., Hayashi, M., Huang, S., Yokosho, K., Gotoh, E., Ikematsu, S., Okumura, M., Suzuki, T., Kamura, T., Kinoshita, T., Ma, J.F.","A tonoplast-localized magnesium transporter is crucial for stomatal opening in  Arabidopsis under high Mg(2+) conditions.","The New phytologist","3","236","864-877","10.1111/nph.18410 [doi]","10.1111/nph.18410","Journal Article","2022","Nov","PubMed",2024-01-29
"Nozawa, K., Masuda, S., Saze, H., Ikeda, Y., Suzuki, T., Takagi, H., Tanaka, K., Ohama, N., Niu, X., Kato, A., Ito, H.","Epigenetic regulation of ecotype-specific expression of the heat-activated  transposon ONSEN.","Frontiers in plant science",NA,"13","899105","10.3389/fpls.2022.899105 [doi]","10.3389/fpls.2022.899105","Journal Article","2022","","PubMed",2024-01-29
"Ida, T., Crofts, N., Miura, S., Matsushima, R., Fujita, N.","Starch Biosynthetic Protein Complex Formation in Rice ss2a be2b (+) Double Mutant  Differs from Their Parental Single Mutants.","Journal of applied glycoscience","2","69","23-33","10.5458/jag.jag.JAG-2021_0015 [doi]","10.5458/jag.jag.JAG-2021_0015","Journal Article","2022","","PubMed",2024-01-29
"Juma, P.O., Fujitani, Y., Alessa, O., Oyama, T., Yurimoto, H., Sakai, Y., Tani, A.","Siderophore for Lanthanide and Iron Uptake for Methylotrophy and Plant Growth  Promotion in Methylobacterium aquaticum Strain 22A.","Frontiers in microbiology",NA,"13","921635","10.3389/fmicb.2022.921635 [doi]","10.3389/fmicb.2022.921635","Journal Article","2022","","PubMed",2024-01-29
"Khan, H.A., Telengech, P., Kondo, H., Bhatti, M.F., Suzuki, N.","Mycovirus Hunting Revealed the Presence of Diverse Viruses in a Single Isolate of  the Phytopathogenic Fungus Diplodia seriata From Pakistan.","Frontiers in cellular and infection microbiology",NA,"12","913619","10.3389/fcimb.2022.913619 [doi]","10.3389/fcimb.2022.913619","Journal Article","2022","","PubMed",2024-01-29
"Fujitani, Y., Shibata, T., Tani, A.","A Periplasmic Lanthanide Mediator, Lanmodulin, in Methylobacterium aquaticum  Strain 22A.","Frontiers in microbiology",NA,"13","921636","10.3389/fmicb.2022.921636 [doi]","10.3389/fmicb.2022.921636","Journal Article","2022","","PubMed",2024-01-29
"Koyama, H., Huang, C., Pineros, M.A., Yamamoto, Y.","Editorial: Al-Induced and -Activated Signals in Aluminium Resistance.","Frontiers in plant science",NA,"13","925541","10.3389/fpls.2022.925541 [doi]","10.3389/fpls.2022.925541","Editorial","2022","","PubMed",2024-01-29
"Nakayama, R., Safi, M.T., Ahmadzai, W., Sato, K., Kawaura, K.","Comparative transcriptome analysis of synthetic and common wheat in response to  salt stress.","Scientific reports","1","12","11534","10.1038/s41598-022-15733-2 [doi]","10.1038/s41598-022-15733-2","Journal Article","2022","Jul 7","PubMed",2024-01-29
"Wang, P., Yamaji, N., Ma, J.F.","A Golgi-localized glycosyltransferase, OsGT14;1, is required for growth of both  roots and shoots in rice.","The Plant journal : for cell and molecular biology","4","111","923-935","10.1111/tpj.15897 [doi]","10.1111/tpj.15897","Journal Article","2022","Aug","PubMed",2024-01-29
"Walker, P.J., Freitas-Astua, J., Bejerman, N., Blasdell, K.R., Breyta, R., Dietzgen, R.G., Fooks, A.R., Kondo, H., Kurath, G., Kuzmin, I.V., Ramos-Gonzalez, P.L., Shi, M., Stone, D.M., Tesh, R.B., Tordo, N., Vasilakis, N., Whitfield, A.E., Ictv Report Consortium, NA.","ICTV Virus Taxonomy Profile: Rhabdoviridae 2022.","The Journal of general virology","6","103",NA,"10.1099/jgv.0.001689 [doi]","10.1099/jgv.0.001689","Journal Article","2022","Jun","PubMed",2024-01-29
"Niu, E., Ye, C., Zhao, W., Kondo, H., Wu, Y., Chen, J., Andika, I.B., Sun, L.","Coat protein of Chinese wheat mosaic virus upregulates and interacts with  cytosolic glyceraldehyde-3-phosphate dehydrogenase, a negative regulator of plant  autophagy, to promote virus infection.","Journal of integrative plant biology","8","64","1631-1645","10.1111/jipb.13313 [doi]","10.1111/jipb.13313","Journal Article","2022","Aug","PubMed",2024-01-29
"Ramos-Gonzalez, P.L., Kondo, H., Morozov, S., Vasilakis, N., Varsani, A., Cao, M., Freitas-Astua, J.","Editorial: The Border Between Kitavirids and Nege-Like Viruses: Tracking the  Evolutionary Pace of Plant- and Arthropod-Infecting Viruses.","Frontiers in plant science",NA,"13","932523","10.3389/fpls.2022.932523 [doi]","10.3389/fpls.2022.932523","Editorial","2022","","PubMed",2024-01-29
"Liu, Y., Wang, R., Zhao, L., Huo, S., Liu, S., Zhang, H., Tani, A., Lv, H.","The Antifungal Activity of Cinnamon-Litsea Combined Essential Oil against  Dominant Fungal Strains of Moldy Peanut Kernels.","Foods (Basel, Switzerland)","11","11",NA,"10.3390/foods11111586 [doi]","10.3390/foods11111586","Journal Article","2022","May 28","PubMed",2024-01-29
"Sasaki, T., Ariyoshi, M., Yamamoto, Y., Mori, I.C.","Functional roles of ALMT-type anion channels in malate-induced stomatal closure  in tomato and Arabidopsis.","Plant, cell & environment","8","45","2337-2350","10.1111/pce.14373 [doi]","10.1111/pce.14373","Journal Article","2022","Aug","PubMed",2024-01-29
"Yoshikawa, T., Hisano, H., Hibara, K., Nie, J., Tanaka, Y., Itoh, J., Taketa, S.","A bifurcated palea mutant infers functional differentiation of WOX3 genes in  flower and leaf morphogenesis of barley.","AoB PLANTS","3","14","plac019","10.1093/aobpla/plac019 [doi]","10.1093/aobpla/plac019","Journal Article","2022","Jun","PubMed",2024-01-29
"Takanashi, H., Kajiya-Kanegae, H., Nishimura, A., Yamada, J., Ishimori, M., Kobayashi, M., Yano, K., Iwata, H., Tsutsumi, N., Sakamoto, W.","DOMINANT AWN INHIBITOR Encodes the ALOG Protein Originating from Gene Duplication  and Inhibits AWN Elongation by Suppressing Cell Proliferation and Elongation in  Sorghum.","Plant & cell physiology","7","63","901-918","10.1093/pcp/pcac057 [doi]","10.1093/pcp/pcac057","Journal Article","2022","Jul 14","PubMed",2024-01-29
